focus,state,year,result,male,female
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Delaware",2006,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Delaware",2007,18%,7%,13%
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Delaware",2008,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","District of Columbia",1998,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","District of Columbia",1999,16.7,8.0,12.1
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","District of Columbia",2000,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","District of Columbia",2001,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","District of Columbia",2002,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","District of Columbia",2003,13.6,8.8,11.2
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","District of Columbia",2004,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","District of Columbia",2005,7.4,5.1,6.3
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","District of Columbia",2006,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","District of Columbia",2007,13%,6%,10%
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","District of Columbia",2008,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Florida",1998,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Florida",1999,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Florida",2000,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Florida",2001,20.2,10.1,15.3
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Florida",2002,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Florida",2003,18.5,8.2,13.4
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Florida",2004,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Florida",2005,15.1,9.0,12.3
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Florida",2006,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Florida",2007,16%,7%,12%
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Florida",2008,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Georgia",1998,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Georgia",1999,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Georgia",2000,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Georgia",2001,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Georgia",2002,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Georgia",2003,18.5,9.3,13.9
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Georgia",2004,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Georgia",2005,19.7,10.5,15.1
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Georgia",2006,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Georgia",2007,21%,11%,16%
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Georgia",2008,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Hawaii",1998,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Hawaii",1999,11.1,4.6,7.8
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Hawaii",2000,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Hawaii",2001,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Hawaii",2002,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Hawaii",2003,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Hawaii",2004,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Hawaii",2005,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Hawaii",2006,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Hawaii",2007,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Hawaii",2008,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Idaho",1998,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Idaho",1999,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Idaho",2000,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Idaho",2001,17.6,4.2,11.1
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Idaho",2002,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Idaho",2003,12.9,4.0,8.7
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Idaho",2004,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Idaho",2005,19.0,8.4,13.8
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Idaho",2006,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Idaho",2007,21%,8%,15%
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Idaho",2008,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Illinois",1998,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Illinois",1999,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Illinois",2000,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Illinois",2001,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Illinois",2002,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Illinois",2003,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Illinois",2004,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Illinois",2005,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Illinois",2006,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Illinois",2007,18%,9%,13%
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Illinois",2008,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Indiana",1998,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Indiana",1999,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Indiana",2000,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Indiana",2001,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Indiana",2002,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Indiana",2003,21.0,8.0,14.7
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Indiana",2004,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Indiana",2005,22.7,8.3,15.6
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Indiana",2006,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Indiana",2007,23%,12%,18%
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Indiana",2008,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Iowa",1998,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Iowa",1999,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Iowa",2000,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Iowa",2001,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Iowa",2002,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Iowa",2003,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Iowa",2004,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Iowa",2005,21.7,7.1,14.5
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Iowa",2006,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Iowa",2007,16%,7%,12%
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Iowa",2008,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kansas",1998,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kansas",1999,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kansas",2000,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kansas",2001,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kansas",2002,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kansas",2003,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kansas",2004,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kansas",2005,20.2,8.9,14.7
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kansas",2006,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kansas",2007,19%,9%,14%
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kansas",2008,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kentucky",1998,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kentucky",1999,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kentucky",2000,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kentucky",2001,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kentucky",2002,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kentucky",2003,24.2,12.6,18.7
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kentucky",2004,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kentucky",2005,21.5,9.0,15.5
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kentucky",2006,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kentucky",2007,20%,11%,16%
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Kentucky",2008,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Louisiana",1998,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Louisiana",1999,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Louisiana",2000,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Louisiana",2001,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Louisiana",2002,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Louisiana",2003,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Louisiana",2004,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Louisiana",2005,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Louisiana",2006,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Louisiana",2007,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Louisiana",2008,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Maine",1998,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Maine",1999,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Maine",2000,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Maine",2001,16.6,7.0,12.0
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Maine",2002,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Maine",2003,16.5,5.0,11.1
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Maine",2004,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Maine",2005,21.5,6.4,14.1
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Maine",2006,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Maine",2007,19%,8%,14%
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Maine",2008,,,
"27-2d Adolescent use of cigars in past month - Students (grades 9 through 12)","Maryland",1998,,,
